,timestamp,open,high,low,close,volume,closetime,quoteassetvolume,numberoftrades,takerbuybaseassetvolume,time
0,2021-06-01 00:00:00,2707.8,2741.0,2690.4,2732.59,6134.04489,1622506499999,16700082.0757795,13064,3511.87402,2021-06-01
1,2021-06-01 00:15:00,2732.39,2735.0,2709.49,2731.91,3943.252,1622507399999,10738035.1839258,8394,2103.14865,2021-06-01
2,2021-06-01 00:30:00,2731.89,2734.8,2711.2,2726.41,3342.66059,1622508299999,9106633.3916454,6827,1623.14399,2021-06-01
3,2021-06-01 00:45:00,2726.75,2741.18,2721.35,2731.5,2911.44054,1622509199999,7948449.7516654,6138,1369.58144,2021-06-01
4,2021-06-01 01:00:00,2731.51,2731.51,2705.21,2712.0,2918.81128,1622510099999,7933974.3472121,6376,1234.01674,2021-06-01
5,2021-06-01 01:15:00,2711.99,2719.13,2669.59,2681.61,4871.96772,1622510999999,13111766.3832309,9991,2166.74742,2021-06-01
6,2021-06-01 01:30:00,2681.61,2687.51,2663.22,2680.1,3747.61964,1622511899999,10024863.0853593,7979,1939.13794,2021-06-01
7,2021-06-01 01:45:00,2680.21,2685.42,2657.96,2662.28,2442.04305,1622512799999,6529266.2559917,5818,1122.66225,2021-06-01
8,2021-06-01 02:00:00,2662.4,2676.23,2630.0,2634.23,6555.59026,1622513699999,17363210.1863007,11501,2545.18346,2021-06-01
9,2021-06-01 02:15:00,2634.24,2639.64,2614.75,2624.35,5823.23174,1622514599999,15290288.0741816,10139,2347.31638,2021-06-01
10,2021-06-01 02:30:00,2623.95,2649.64,2622.1,2638.75,2506.54136,1622515499999,6614975.4966837,5818,1232.40624,2021-06-01
11,2021-06-01 02:45:00,2638.75,2647.12,2631.49,2644.94,2618.45434,1622516399999,6908989.2583016,5555,1459.69702,2021-06-01
12,2021-06-01 03:00:00,2644.94,2665.93,2634.19,2662.79,3155.41382,1622517299999,8363636.8474532,6467,1714.27441,2021-06-01
13,2021-06-01 03:15:00,2662.69,2678.16,2658.0,2658.76,2942.15606,1622518199999,7851220.6943712,6416,1411.23835,2021-06-01
14,2021-06-01 03:30:00,2658.75,2660.61,2626.51,2634.15,3657.33825,1622519099999,9647791.6441022,7384,1510.11987,2021-06-01
15,2021-06-01 03:45:00,2634.06,2642.66,2612.98,2631.19,3241.69034,1622519999999,8518279.6209541,7466,1505.59967,2021-06-01
